"Rank","Expected Points Added (EPA)","Offense","Defense","Week","Date","Quarter","Time","Down","Distance","Description","Box Scores"
"","2.87","PHI","JAX","4","2022-10-02","3","0:02","4","11","(:02) 4-J.Elliott 43 yard field goal is GOOD, NULLIFIED by Penalty, Center-45-R.Lovato, Holder-8-A.Siposs. PENALTY on JAX-32-T.Campbell, Roughing the Kicker, 13 yards, enforced at JAX 25 - No Play.","Box Score"
"","2.87","CIN","ATL","7","2022-10-23","4","0:31","4","2","(:31) (Shotgun) PENALTY on ATL-93-T.Horne, Encroachment, 2 yards, enforced at ATL 4 - No Play.","Box Score"
"","2.84","LA","LV","14","2022-12-08","4","11:02","4","3","(11:02) 11-R.Dixon punts 45 yards to LV 23, Center-42-M.Orzech. 84-K.Cole to LV 25 for 2 yards (87-J.Harris). PENALTY on LV-99-C.Ferrell, Defensive Offside, 6 yards, enforced at LA 32 - No Play. Penalty on LV-27-S.Webb, Offensive Holding, declined.","Box Score"
"","2.81","NO","SF","12","2022-11-27","4","13:30","4","1","(13:30) (Shotgun) 7-T.Hill pass incomplete short left to 83-J.Johnson (31-T.Gipson). PENALTY on SF-97-N.Bosa, Roughing the Passer, 15 yards, enforced at SF 34 - No Play. Penalty on SF-29-T.Hufanga, Defensive Holding, declined. 7-T.Hill in as quarterback","Box Score"
"","2.74","ARI","LV","2","2022-09-18","4","0:30","4","4","(:30) (Shotgun) 1-K.Murray pass incomplete short left to 2-M.Brown. PENALTY on LV-33-R.Teamer, Defensive Holding, 3 yards, enforced at LV 6 - No Play.","Box Score"
"","2.74","MIN","NE","12","2022-11-24","4","11:04","4","3","(11:04) 14-R.Wright punts 56 yards to NE 8, Center-42-A.DePaola, fair catch by 25-Ma.Jones. PENALTY on NE-35-P.Strong, Running Into the Kicker, 5 yards, enforced at MIN 36 - No Play.","Box Score"
"","2.63","SEA","LA","18","2023-01-08","4","8:47","4","3","(8:47) 4-M.Dickson punts 39 yards to LA 40, Center-46-C.Tinker, downed by SEA-83-D.Young. PENALTY on LA-92-J.Williams, Running Into the Kicker, 5 yards, enforced at SEA 21 - No Play.","Box Score"
"","2.59","DEN","CAR","12","2022-11-27","4","4:09","4","18","(4:09) (Shotgun) 3-R.Wilson pass incomplete deep left to 14-C.Sutton (8-J.Horn). PENALTY on CAR-97-Y.Gross-Matos, Roughing the Passer, 9 yards, enforced at CAR 18 - No Play.","Box Score"
"","2.54","NYG","IND","17","2023-01-01","4","13:23","4","3","(13:23) 9-G.Gano 44 yard field goal is GOOD, NULLIFIED by Penalty, Center-58-C.Kreiter, Holder-6-J.Gillan. PENALTY on IND-38-T.Brown, Defensive Offside, 5 yards, enforced at IND 26 - No Play.","Box Score"
"","2.48","TB","NO","2","2022-09-18","4","14:15","4","1","(14:15) (Punt formation) PENALTY on NO, Defensive Too Many Men on Field, 5 yards, enforced at TB 19 - No Play.","Box Score"
"","2.45","NO","CAR","18","2023-01-08","4","14:19","4","1","(14:19) (Run formation) 66-L.Kidd reported in as eligible.  PENALTY on CAR-95-D.Brown, Encroachment, 5 yards, enforced at NO 47 - No Play.","Box Score"
"","2.40","KC","LV","5","2022-10-10","4","9:28","4","14","(9:28) 19-M.Wright 37 yard field goal is No Good, Wide Left, Center-41-J.Winchester, Holder-5-T.Townsend. PENALTY on LV-51-M.Koonce, Defensive Holding, 5 yards, enforced at LV 18 - No Play.","Box Score"
"","2.33","LV","TEN","3","2022-09-25","4","1:37","4","10","(1:37) (Shotgun) 4-D.Carr pass incomplete short left to 83-D.Waller. PENALTY on TEN-20-L.Johnson, Defensive Holding, 5 yards, enforced at TEN 14 - No Play.","Box Score"
"","2.28","CIN","TEN","12","2022-11-27","4","1:57","4","11","(1:57) 2-E.McPherson 31 yard field goal is GOOD, NULLIFIED by Penalty, Center-48-C.Adomitis, Holder-4-D.Chrisman. PENALTY on TEN-97-K.Strong, Unnecessary Roughness, 7 yards, enforced at TEN 13 - No Play.","Box Score"
"","2.25","MIA","NE","1","2022-09-11","1","6:48","4","1","(6:48) (Run formation) PENALTY on NE-98-Ca.Davis, Neutral Zone Infraction, 5 yards, enforced at 50 - No Play.","Box Score"
"","2.25","DET","BUF","12","2022-11-24","1","6:56","4","1","(6:56) 67-M.Nelson reported in as eligible.  16-J.Goff up the middle to BUF 4 for 1 yard (55-C.Basham). PENALTY on BUF-99-T.Settle, Defensive Offside, 3 yards, enforced at BUF 5 - No Play.","Box Score"
"","2.16","CIN","TB","15","2022-12-18","3","8:14","4","3","(8:14) (Shotgun) 9-J.Burrow sacked at TB 47 for -23 yards (sack split by 45-D.White and 98-A.Nelson). PENALTY on TB-54-L.David, Defensive Holding, 5 yards, enforced at TB 24 - No Play.","Box Score"
"","2.05","CAR","ARI","4","2022-10-02","3","13:01","4","14","(13:01) 10-J.Hekker punts 57 yards to ARI 22, Center-44-J.Jansen. 83-G.Dortch to ARI 32 for 10 yards (34-S.Chandler). PENALTY on ARI-35-C.Matthew, Unnecessary Roughness, 11 yards, enforced at ARI 22.","Box Score"
"","2.01","CIN","TB","15","2022-12-18","4","2:32","4","1","(2:32) (Run formation) 77-H.Adeniji reported in as eligible.  PENALTY on TB-56-R.Nunez-Roches, Encroachment, 7 yards, enforced at TB 20 - No Play.","Box Score"
"","1.99","NE","MIA","1","2022-09-11","3","7:04","4","1","(7:04) (Shotgun) 10-M.Jones pass incomplete deep middle to 1-D.Parker. PENALTY on MIA-25-X.Howard, Illegal Contact, 5 yards, enforced at MIA 28 - No Play.","Box Score"
"","1.86","LV","HOU","7","2022-10-23","4","7:32","4","1","(7:32) (Run formation) PENALTY on HOU-91-R.Lopez, Neutral Zone Infraction, 5 yards, enforced at HOU 20 - No Play.","Box Score"
"","1.74","TEN","KC","9","2022-11-06","4","14:09","4","4","(14:09) 4-R.Stonehouse punts 63 yards to KC 21, Center-46-M.Cox. 17-M.Hardman ran ob at KC 36 for 15 yards (25-H.Haskins). PENALTY on KC-43-J.Cochrane, Offensive Holding, 10 yards, enforced at KC 21.","Box Score"
"","1.73","CLE","CIN","14","2022-12-11","1","4:54","4","9","(4:54) 13-C.Bojorquez punts 60 yards to CIN 20, Center-47-C.Hughlett. 11-T.Taylor to CIN 40 for 20 yards (43-J.Johnson; 47-C.Hughlett). PENALTY on CIN-17-S.Morgan, Illegal Block Above the Waist, 10 yards, enforced at CIN 20.","Box Score"
"","1.65","LAC","SEA","7","2022-10-23","4","3:34","4","3","(3:34) (Shotgun) 10-J.Herbert pass short left intended for 1-D.Carter INTERCEPTED by 8-C.Bryant at SEA -4. Touchback. PENALTY on SEA-10-U.Nwosu, Defensive Offside, 2 yards, enforced at SEA 3 - No Play.","Box Score"
"","1.58","BAL","CAR","11","2022-11-20","1","5:31","4","14","(5:31) 11-J.Stout punts 52 yards to CAR 35, Center-46-N.Moore, downed by BAL-53-D.Phillips. PENALTY on CAR-50-C.Wooten, Offensive Holding, 10 yards, enforced at CAR 35.","Box Score"
"","1.57","TEN","WAS","5","2022-10-09","2","10:12","4","36","(10:12) 4-R.Stonehouse punts 66 yards to WAS 15, Center-46-M.Cox. 15-D.Milne pushed ob at WAS 44 for 29 yards (25-H.Haskins). PENALTY on WAS-34-C.Holmes, Offensive Holding, 7 yards, enforced at WAS 15.","Box Score"
"","1.57","BUF","NYJ","14","2022-12-11","2","1:17","4","1","(1:17) (Run formation) PENALTY on NYJ-57-C.Mosley, Encroachment, 6 yards, enforced at BUF 39 - No Play.","Box Score"
"","1.43","IND","PIT","12","2022-11-28","3","5:24","4","1","(5:24) 7-C.McLaughlin 32 yard field goal is GOOD, NULLIFIED by Penalty, Center-46-L.Rhodes, Holder-6-M.Haack. PENALTY on PIT-20-C.Sutton, Defensive Offside, 4 yards, enforced at PIT 13 - No Play.","Box Score"
"","1.42","NE","CHI","7","2022-10-24","3","8:31","4","14","(8:31) 7-J.Bailey punts 44 yards to CHI 35, Center-49-J.Cardona. 18-D.Pettis MUFFS catch, and recovers at CHI 32. 18-D.Pettis pushed ob at CHI 35 for 3 yards (3-J.Peppers). PENALTY on CHI-29-D.Cruikshank, Offensive Holding, 10 yards, enforced at CHI 32.","Box Score"
"","1.42","NO","CAR","3","2022-09-25","4","7:02","4","14","(7:02) 4-B.Gillikin punts 55 yards to CAR 24, Center-49-Z.Wood. 12-S.Smith to CAR 32 for 8 yards (25-D.Sorensen). PENALTY on CAR-28-K.Taylor, Offensive Holding, 10 yards, enforced at CAR 24. Penalty on CAR-28-K.Taylor, Offensive Holding, declined.","Box Score"
"","1.42","TEN","JAX","14","2022-12-11","3","5:29","4","30","(5:29) 4-R.Stonehouse punts 53 yards to JAX 42, Center-46-M.Cox. 39-J.Agnew ran ob at JAX 49 for 7 yards (4-R.Stonehouse). PENALTY on JAX-6-C.Claybrooks, Offensive Holding, 10 yards, enforced at JAX 47.","Box Score"
"","1.40","HOU","WAS","11","2022-11-20","1","2:05","4","17","(2:05) 11-C.Johnston punts 51 yards to WAS 25, Center-46-J.Weeks. 15-D.Milne to WAS 34 for 9 yards (34-T.Hairston). PENALTY on WAS-34-C.Holmes, Offensive Holding, 10 yards, enforced at WAS 25.","Box Score"
"","1.35","ATL","CAR","8","2022-10-30","3","9:35","4","12","(9:35) 13-B.Pinion punts 50 yards to CAR 27, Center-48-L.McCullough. 12-S.Smith to CAR 28 for 1 yard (28-M.Ford). PENALTY on CAR-24-C.Henderson, Illegal Block Above the Waist, 10 yards, enforced at CAR 27.","Box Score"
"","1.33","CLE","TB","12","2022-11-27","5","5:39","4","18","(5:39) 13-C.Bojorquez punts 65 yards to TB 22, Center-47-C.Hughlett. 1-J.Darden to TB 35 for 13 yards (10-A.Schwartz). PENALTY on TB-27-Z.McCollum, Illegal Block Above the Waist, 10 yards, enforced at TB 29.","Box Score"
"","1.32","SEA","SF","15","2022-12-15","2","13:31","4","16","(13:31) 4-M.Dickson punts 55 yards to SF 26, Center-46-C.Tinker. 3-R.McCloud to SF 34 for 8 yards (59-J.Rhattigan). PENALTY on SF-22-J.Jenkins, Offensive Holding, 10 yards, enforced at SF 34.","Box Score"
"","1.31","TEN","DEN","10","2022-11-13","4","15:00","4","7","(15:00) 4-R.Stonehouse punts 50 yards to DEN 27, Center-46-M.Cox. 12-M.Washington to DEN 31 for 4 yards (40-D.Hilliard, 25-H.Haskins). PENALTY on DEN-16-T.Cleveland, Illegal Block Above the Waist, 10 yards, enforced at DEN 28.","Box Score"
"","1.31","CAR","DEN","12","2022-11-27","3","2:07","4","2","(2:07) 10-J.Hekker punts 59 yards to DEN 18, Center-44-J.Jansen. 12-M.Washington to DEN 38 for 20 yards (34-S.Chandler). PENALTY on DEN-32-D.Turner-Yell, Face Mask, 9 yards, enforced at DEN 18. Penalty on DEN-36-D.Ozigbo, Illegal Block Above the Waist, declined.","Box Score"
"","1.31","CHI","NYG","4","2022-10-02","4","12:18","4","3","(12:18) 16-T.Gill punts 58 yards to NYG 31, Center-48-P.Scales. 80-R.James to NYG 42 for 11 yards (57-J.Sanborn). PENALTY on NYG-35-J.Layne, Offensive Holding, 10 yards, enforced at NYG 31.","Box Score"
"","1.31","PIT","PHI","8","2022-10-30","1","2:01","4","2","(2:01) (Field Goal formation) PENALTY on PHI-55-B.Graham, Defensive Delay of Game, 1 yard, enforced at PHI 2 - No Play.","Box Score"
"","1.24","BUF","CLE","11","2022-11-20","2","11:57","4","13","(11:57) 8-S.Martin punts 52 yards to CLE 20, Center-69-R.Ferguson, fair catch by 11-D.Peoples-Jones. PENALTY on CLE-33-R.Harrison, Offensive Holding, 10 yards, enforced at CLE 20.","Box Score"
"","1.23","LAC","MIA","14","2022-12-11","2","6:30","4","14","(6:30) 16-J.Scott punts 55 yards to MIA 24, Center-47-J.Harris, fair catch by 11-C.Wilson. PENALTY on MIA-27-K.Crossen, Offensive Holding, 10 yards, enforced at MIA 24.","Box Score"
"","1.19","DAL","TB","1","2022-09-11","4","5:01","4","6","(5:01) (Shotgun) 10-C.Rush sacked at DAL 46 for -7 yards (58-S.Barrett). PENALTY on TB-58-S.Barrett, Defensive Offside, 5 yards, enforced at TB 47 - No Play.","Box Score"
"","1.14","SEA","LA","13","2022-12-04","1","2:20","4","15","(2:20) 4-M.Dickson punts 52 yards to LA 28, Center-46-C.Tinker. 19-B.Powell to LA 28 for no gain (83-D.Young). PENALTY on LA-96-K.Thomas, Unnecessary Roughness, 14 yards, enforced at LA 28.","Box Score"
"","1.13","JAX","DAL","15","2022-12-18","1","3:02","4","7","(3:02) 9-L.Cooke punts 61 yards to DAL 11, Center-46-R.Matiscik. 9-K.Turpin ran ob at DAL 27 for 16 yards (42-A.Wingard). PENALTY on DAL-54-S.Williams, Unnecessary Roughness, 13 yards, enforced at DAL 27.","Box Score"
"","1.08","GB","DAL","10","2022-11-13","3","5:45","4","13","(5:45) 16-P.O'Donnell punts 42 yards to DAL 28, Center-56-J.Coco. 9-K.Turpin to DAL 38 for 10 yards (6-D.Leavitt). PENALTY on DAL-1-K.Joseph, Illegal Blindside Block, 14 yards, enforced at DAL 28.","Box Score"
"","1.07","DET","MIA","8","2022-10-30","4","12:21","4","19","(12:21) 3-J.Fox punts 60 yards to MIA 23, Center-47-S.Daly. 11-C.Wilson to MIA 45 for 22 yards (49-C.Board). PENALTY on MIA-15-J.Phillips, Illegal Block Above the Waist, 10 yards, enforced at MIA 34.","Box Score"
"","1.06","MIN","WAS","9","2022-11-06","1","5:00","4","20","(5:00) 14-R.Wright punts 49 yards to WAS 45, Center-42-A.DePaola. 15-D.Milne to MIN 44 for 11 yards (44-J.Metellus). PENALTY on WAS-37-R.Wildgoose, Offensive Holding, 10 yards, enforced at WAS 45.","Box Score"
"","1.05","PHI","DAL","6","2022-10-16","3","6:59","4","19","(6:59) 8-A.Siposs punts 59 yards to DAL 5, Center-45-R.Lovato. 9-K.Turpin to DAL 39 for 34 yards (8-A.Siposs). PENALTY on DAL-1-K.Joseph, Offensive Holding, 7 yards, enforced at DAL 14.","Box Score"
"","1.04","PIT","NYJ","4","2022-10-02","2","5:30","4","18","(5:30) 6-P.Harvin punts 51 yards to NYJ 18, Center-46-C.Kuntz, fair catch by 10-B.Berrios. PENALTY on NYJ-72-M.Clemons, Offensive Holding, 9 yards, enforced at NYJ 18.","Box Score"
"","1.02","PHI","TEN","13","2022-12-04","4","12:24","4","4","(12:24) 4-J.Elliott 25 yard field goal is GOOD, NULLIFIED by Penalty, Center-45-R.Lovato, Holder-8-A.Siposs. PENALTY on TEN-98-J.Simmons, Defensive Offside, 3 yards, enforced at TEN 7 - No Play.","Box Score"
"","1.02","TEN","DAL","17","2022-12-29","3","13:34","4","6","(13:34) 4-R.Stonehouse punts 55 yards to DAL 16, Center-46-M.Cox. 9-K.Turpin to DAL 27 for 11 yards (54-A.Smith). PENALTY on DAL-1-K.Joseph, Illegal Block Above the Waist, 10 yards, enforced at DAL 21.","Box Score"
"","1.01","TB","ARI","16","2022-12-25","3","11:45","4","2","(11:45) 5-J.Camarda punts 52 yards to ARI 31, Center-97-Z.Triner. 15-P.Cooper to ARI 33 for 2 yards (27-Z.McCollum). Penalty on ARI-35-C.Matthew, Offensive Holding, declined. PENALTY on ARI-51-T.Vallejo, Unnecessary Roughness, 15 yards, enforced at ARI 33.","Box Score"
"","0.97","ARI","KC","1","2022-09-11","1","8:01","4","8","(8:01) 14-A.Lee punts 52 yards to KC 21, Center-46-A.Brewer. 17-M.Hardman ran ob at 50 for 29 yards (89-S.Anderson). PENALTY on KC-26-D.Bush, Illegal Block Above the Waist, 10 yards, enforced at KC 24.","Box Score"
"","0.96","DEN","KC","14","2022-12-11","3","5:15","4","30","(5:15) 17-C.Waitman punts 50 yards to KC 31, Center-46-J.Bobenmoyer. 84-Ju.Watson to KC 38 for 7 yards (49-A.Singleton). PENALTY on KC-29-C.Lammons, Offensive Holding, 10 yards, enforced at KC 38.","Box Score"
"","0.96","CHI","MIN","5","2022-10-09","2","13:50","4","15","(13:50) 16-T.Gill punts 52 yards to MIN 39, Center-48-P.Scales. 5-J.Reagor to MIN 47 for 8 yards (31-Ja.Jones). FUMBLES (31-Ja.Jones), touched at MIN 49, and recovers at MIN 49. PENALTY on MIN-29-K.Boyd, Offensive Holding, 10 yards, enforced at MIN 39.","Box Score"
"","0.96","CAR","BAL","11","2022-11-20","3","13:55","4","6","(13:55) 10-J.Hekker punts 53 yards to BAL 12, Center-44-J.Jansen. 13-D.Duvernay pushed ob at BAL 16 for 4 yards (42-S.Franklin). PENALTY on BAL-14-K.Hamilton, Offensive Holding, 6 yards, enforced at BAL 12.","Box Score"
"","0.93","SF","MIA","13","2022-12-04","3","2:57","4","12","(2:57) 9-R.Gould 43 yard field goal is GOOD, Center-46-T.Pepper, Holder-18-M.Wishnowsky. PENALTY on MIA-2-B.Chubb, Unsportsmanlike Conduct, 15 yards, enforced between downs.","Box Score"
"","0.92","HOU","DEN","2","2022-09-18","1","13:43","4","2","(13:43) 11-C.Johnston punts 64 yards to DEN 3, Center-46-J.Weeks. 12-M.Washington to DEN 16 for 13 yards (23-E.Murray; 46-J.Weeks). PENALTY on DEN-83-A.Beck, Illegal Block Above the Waist, 10 yards, enforced at DEN 18.","Box Score"
"","0.87","LV","NO","8","2022-10-30","4","12:56","4","16","(12:56) 6-A.Cole punts 53 yards to NO 14, Center-47-T.Sieg, fair catch by 89-R.Shaheed. PENALTY on NO-48-J.Gray, Offensive Holding, 7 yards, enforced at NO 14.","Box Score"
"","0.87","ATL","LAC","9","2022-11-06","2","13:23","4","14","(13:23) 13-B.Pinion punts 46 yards to LAC 27, Center-48-L.McCullough. 1-D.Carter to LAC 36 for 9 yards (53-N.Kwiatkoski, 28-M.Ford). PENALTY on LAC-36-J.Taylor, Offensive Holding, 10 yards, enforced at LAC 27.","Box Score"
"","0.87","LAC","KC","2","2022-09-15","4","8:28","4","9","(8:28) 16-J.Scott punts 44 yards to KC 30, Center-47-J.Harris. 24-S.Moore pushed ob at KC 34 for 4 yards (94-C.Rumph; 47-J.Harris). PENALTY on KC-6-B.Cook, Unnecessary Roughness, 15 yards, enforced at KC 30.","Box Score"
"","0.86","NO","PIT","10","2022-11-13","3","13:46","4","12","(13:46) 4-B.Gillikin punts 45 yards to PIT 22, Center-49-Z.Wood. 82-S.Sims to PIT 30 for 8 yards (53-Z.Baun, 48-J.Gray). PENALTY on PIT-27-M.Allen, Offensive Holding, 10 yards, enforced at PIT 25.","Box Score"
"","0.84","IND","MIN","15","2022-12-17","2","6:40","4","13","(6:40) 6-M.Haack punts 55 yards to MIN 10, Center-46-L.Rhodes. 5-J.Reagor pushed ob at MIN 20 for 10 yards (41-G.Stuard). PENALTY on MIN-29-K.Boyd, Offensive Holding, 5 yards, enforced at MIN 10.","Box Score"
"","0.83","CHI","DET","17","2023-01-01","3","10:44","4","6","(10:44) 16-T.Gill punts 56 yards to DET 15, Center-48-P.Scales. 11-K.Raymond to DET 30 for 15 yards (45-J.Thomas, 48-P.Scales). PENALTY on DET-24-A.Oruwariye, Offensive Holding, 7 yards, enforced at DET 15.","Box Score"
"","0.82","DET","CAR","16","2022-12-24","2","8:45","4","6","(8:45) 3-J.Fox punts 53 yards to CAR 15, Center-47-S.Daly. 12-S.Smith pushed ob at CAR 28 for 13 yards (51-J.Woods). PENALTY on CAR-42-S.Franklin, Offensive Holding, 7 yards, enforced at CAR 15.","Box Score"
"","0.81","MIN","DET","14","2022-12-11","1","11:32","4","6","(11:32) 14-R.Wright punts 43 yards to DET 16, Center-42-A.DePaola, fair catch by 11-K.Raymond. PENALTY on DET-49-C.Board, Defensive Offside, 5 yards, enforced at MIN 41 - No Play.","Box Score"
"","0.80","TB","LA","9","2022-11-06","3","14:17","4","11","(14:17) 5-J.Camarda punts 53 yards to LA 23, Center-97-Z.Triner. 19-B.Powell pushed ob at TB 35 for 42 yards (5-J.Camarda). PENALTY on LA-21-R.Yeast, Offensive Holding, 10 yards, enforced at LA 35.","Box Score"
"","0.80","TB","GB","3","2022-09-25","3","9:38","4","5","(9:38) 5-J.Camarda punts 62 yards to GB 31, Center-97-Z.Triner. 8-Am.Rodgers ran ob at 50 for 19 yards (22-K.Neal). PENALTY on GB-20-R.Ford, Illegal Block Above the Waist, 10 yards, enforced at GB 45.","Box Score"
"","0.80","TEN","CIN","12","2022-11-27","2","7:41","4","9","(7:41) 4-R.Stonehouse punts 52 yards to CIN 16, Center-46-M.Cox. 11-T.Taylor to CIN 28 for 12 yards (42-J.Jones). PENALTY on CIN-33-T.Flowers, Unnecessary Roughness, 8 yards, enforced at CIN 16.","Box Score"
"","0.80","GB","DET","18","2023-01-08","2","2:56","4","6","(2:56) (Shotgun) PENALTY on DET-59-J.Houston, Neutral Zone Infraction, 5 yards, enforced at DET 45 - No Play.","Box Score"
"","0.80","CLE","CIN","14","2022-12-11","2","14:55","4","13","(14:55) 13-C.Bojorquez punts 55 yards to CIN 18, Center-47-C.Hughlett. 11-T.Taylor ran ob at CIN 27 for 9 yards (37-D.Bell). PENALTY on CIN-33-T.Flowers, Offensive Holding, 10 yards, enforced at CIN 25.","Box Score"
"","0.79","GB","NYJ","6","2022-10-16","1","14:15","4","9","(14:15) 16-P.O'Donnell punts 60 yards to NYJ 14, Center-56-J.Coco. 10-B.Berrios to NYJ 33 for 19 yards (6-D.Leavitt, 56-J.Coco). PENALTY on NYJ-21-A.Davis, Offensive Holding, 10 yards, enforced at NYJ 33.","Box Score"
"","0.78","NO","ATL","15","2022-12-18","4","6:16","4","5","(6:16) 4-B.Gillikin punts 53 yards to ATL 17, Center-49-Z.Wood. 35-A.Williams to ATL 37 for 20 yards (46-A.Prentice). PENALTY on ATL-28-M.Ford, Offensive Holding, 10 yards, enforced at ATL 20.","Box Score"
"","0.78","BAL","PIT","14","2022-12-11","3","0:30","4","13","(:30) 11-J.Stout punts 46 yards to PIT 42, Center-46-N.Moore. 82-S.Sims to PIT 48 for 6 yards (14-K.Hamilton). PENALTY on PIT-42-J.Pierre, Offensive Holding, 10 yards, enforced at PIT 42.","Box Score"
"","0.77","ARI","NE","14","2022-12-12","1","5:08","4","10","(5:08) 14-A.Lee punts 53 yards to NE 6, Center-46-A.Brewer, downed by ARI-51-T.Vallejo. PENALTY on NE-44-R.Webb, Offensive Holding, 3 yards, enforced at NE 6.","Box Score"
