"Rank","Expected Points Added (EPA)","Offense","Defense","Week","Date","Quarter","Time","Down","Distance","Description","Box Scores"
"","3.26","LV","DEN","11","2022-11-20","2","5:44","1","10","(5:44) 4-D.Carr pass deep right to 17-D.Adams for 31 yards, TOUCHDOWN. PENALTY on DEN-93-D.Jones, Unsportsmanlike Conduct, 15 yards, enforced between downs.","Box Score"
"","3.14","LV","SEA","12","2022-11-27","1","9:30","3","5","(9:30) (Shotgun) 4-D.Carr pass deep right to 22-A.Abdullah for 18 yards, TOUCHDOWN. PENALTY on LV-22-A.Abdullah, Unsportsmanlike Conduct, 15 yards, enforced between downs.","Box Score"
"","3.14","CIN","KC","13","2022-12-04","2","13:39","3","8","(13:39) (Shotgun) 9-J.Burrow pass short right to 85-T.Higgins for 12 yards, TOUCHDOWN. PENALTY on CIN-1-J.Chase, Taunting, 15 yards, enforced between downs.","Box Score"
"","3.13","PIT","IND","12","2022-11-28","4","15:00","3","9","(15:00) (Shotgun) 8-K.Pickett pass short middle to 14-G.Pickens to PIT 39 for 13 yards (31-B.Facyson). PENALTY on IND-45-E.Speed, Roughing the Passer, 15 yards, enforced at PIT 39.","Box Score"
"","3.10","PHI","PIT","8","2022-10-30","2","6:20","1","10","(6:20) (No Huddle, Shotgun) 1-J.Hurts pass deep right to 11-A.Brown for 29 yards, TOUCHDOWN. PENALTY on PHI-11-A.Brown, Taunting, 15 yards, enforced between downs.","Box Score"
"","3.05","LV","SF","17","2023-01-01","3","12:31","3","11","(12:31) (Shotgun) 3-J.Stidham pass short left to 13-H.Renfrow to LV 19 for 4 yards (54-F.Warner). PENALTY on SF-54-F.Warner, Face Mask, 15 yards, enforced at LV 19.","Box Score"
"","3.04","IND","WAS","8","2022-10-30","4","11:22","2","22","(11:22) (Shotgun) 4-S.Ehlinger pass incomplete deep right to 1-P.Campbell. PENALTY on WAS-37-R.Wildgoose, Defensive Pass Interference, 30 yards, enforced at WAS 36 - No Play.","Box Score"
"","3.03","NYG","PHI","14","2022-12-11","4","0:44","1","10","(:44) (Shotgun) 2-T.Taylor pass deep right to 80-R.James for 19 yards, TOUCHDOWN. PENALTY on PHI-22-M.Epps, Unnecessary Roughness, 1 yard, enforced between downs.","Box Score"
"","2.99","SF","SEA","2","2022-09-18","4","3:13","3","5","(3:13) (Shotgun) 10-J.Garoppolo pass incomplete deep right to 11-B.Aiyuk. PENALTY on SEA-30-M.Jackson, Defensive Pass Interference, 19 yards, enforced at SEA 20 - No Play. Penalty on SEA-52-D.Taylor, Defensive Offside, declined.","Box Score"
"","2.99","LV","KC","5","2022-10-10","2","14:14","2","17","(14:14) (Shotgun) 4-D.Carr pass incomplete deep left to 17-D.Adams. PENALTY on KC-35-Ja.Watson, Defensive Pass Interference, 23 yards, enforced at KC 24 - No Play.","Box Score"
"","2.98","LAC","CLE","5","2022-10-09","3","10:28","2","10","(10:28) (Shotgun) 30-A.Ekeler right tackle for 22 yards, TOUCHDOWN. PENALTY on CLE-28-J.Owusu-Koramoah, Face Mask, 15 yards, enforced between downs.","Box Score"
"","2.96","SEA","LAC","7","2022-10-23","1","10:42","3","13","(10:42) (Shotgun) 7-G.Smith pass incomplete short left to 16-T.Lockett. PENALTY on LAC-23-B.Callahan, Defensive Pass Interference, 14 yards, enforced at SEA 40 - No Play.","Box Score"
"","2.96","PHI","IND","11","2022-11-20","4","3:48","3","2","(3:48) (Shotgun) 1-J.Hurts pass incomplete deep right to 26-M.Sanders. PENALTY on IND-44-Z.Franklin, Defensive Pass Interference, 39 yards, enforced at PHI 33 - No Play.","Box Score"
"","2.95","PHI","DAL","6","2022-10-16","1","0:08","4","4","(:08) (No Huddle, Shotgun) PENALTY on DAL-56-D.Fowler, Neutral Zone Infraction, 5 yards, enforced at DAL 10 - No Play.","Box Score"
"","2.92","DAL","WAS","4","2022-10-02","3","0:54","2","8","(:54) 10-C.Rush pass incomplete deep middle to 13-M.Gallup. PENALTY on WAS-3-W.Jackson, Defensive Pass Interference, 38 yards, enforced at DAL 27 - No Play.","Box Score"
"","2.91","ARI","CAR","4","2022-10-02","3","9:17","1","10","(9:17) (Shotgun) 1-K.Murray pass incomplete deep left to 2-M.Brown. PENALTY on CAR-24-C.Henderson, Defensive Pass Interference, 37 yards, enforced at CAR 43 - No Play.","Box Score"
"","2.90","MIN","IND","15","2022-12-17","4","15:00","2","17","(15:00) (Shotgun) 8-K.Cousins pass short left to 18-J.Jefferson to IND 48 for 20 yards (25-R.Thomas; 32-J.Blackmon). PENALTY on IND-25-R.Thomas, Unnecessary Roughness, 15 yards, enforced at IND 48.","Box Score"
"","2.85","TB","NO","2","2022-09-18","4","10:28","3","10","(10:28) (Shotgun) 12-T.Brady pass short middle to 84-C.Brate to TB 45 for 9 yards (56-D.Davis). PENALTY on NO-21-B.Roby, Unnecessary Roughness, 15 yards, enforced at TB 45. Pass 8, YAC 1","Box Score"
"","2.84","LA","LV","14","2022-12-08","4","11:02","4","3","(11:02) 11-R.Dixon punts 45 yards to LV 23, Center-42-M.Orzech. 84-K.Cole to LV 25 for 2 yards (87-J.Harris). PENALTY on LV-99-C.Ferrell, Defensive Offside, 6 yards, enforced at LA 32 - No Play. Penalty on LV-27-S.Webb, Offensive Holding, declined.","Box Score"
"","2.83","LA","DEN","16","2022-12-25","2","9:47","3","7","(9:47) (Shotgun) 17-B.Mayfield pass short middle to 89-T.Higbee for 7 yards, TOUCHDOWN. PENALTY on DEN-5-R.Gregory, Unsportsmanlike Conduct, 15 yards, enforced between downs.","Box Score"
"","2.82","ATL","NO","1","2022-09-11","3","6:58","1","10","(6:58) (No Huddle, Shotgun) 1-M.Mariota pass incomplete deep right to 17-O.Zaccheaus. PENALTY on NO-6-M.Maye, Defensive Pass Interference, 39 yards, enforced at NO 41 - No Play.","Box Score"
"","2.81","PHI","WAS","10","2022-11-14","1","1:39","2","13","(1:39) (Shotgun) 1-J.Hurts pass incomplete deep left to 6-D.Smith. PENALTY on WAS-25-B.St-Juste, Defensive Pass Interference, 30 yards, enforced at WAS 36 - No Play.","Box Score"
"","2.79","SEA","NO","5","2022-10-09","4","15:00","2","12","(15:00) (Shotgun) 7-G.Smith pass incomplete deep left to 1-D.Eskridge. PENALTY on NO-23-M.Lattimore, Defensive Pass Interference, 27 yards, enforced at SEA 23 - No Play.","Box Score"
"","2.78","BUF","NE","13","2022-12-01","1","2:34","3","9","(2:34) (Shotgun) 17-J.Allen pass incomplete deep right to 13-G.Davis. PENALTY on NE-13-Ja.Jones, Defensive Pass Interference, 22 yards, enforced at BUF 35 - No Play.","Box Score"
"","2.75","HOU","IND","1","2022-09-11","2","2:48","2","13","(2:48) (Shotgun) 10-D.Mills pass incomplete deep right to 15-C.Moore. PENALTY on IND-23-K.Moore, Defensive Pass Interference, 33 yards, enforced at IND 49 - No Play.","Box Score"
"","2.74","ARI","LV","2","2022-09-18","4","0:30","4","4","(:30) (Shotgun) 1-K.Murray pass incomplete short left to 2-M.Brown. PENALTY on LV-33-R.Teamer, Defensive Holding, 3 yards, enforced at LV 6 - No Play.","Box Score"
"","2.74","JAX","TEN","14","2022-12-11","3","3:56","3","8","(3:56) (Shotgun) 16-T.Lawrence pass incomplete deep left to 11-M.Jones. PENALTY on TEN-39-T.Mitchell, Defensive Pass Interference, 20 yards, enforced at TEN 40 - No Play.","Box Score"
"","2.74","MIN","NE","12","2022-11-24","4","11:04","4","3","(11:04) 14-R.Wright punts 56 yards to NE 8, Center-42-A.DePaola, fair catch by 25-Ma.Jones. PENALTY on NE-35-P.Strong, Running Into the Kicker, 5 yards, enforced at MIN 36 - No Play.","Box Score"
"","2.73","MIA","CHI","9","2022-11-06","1","7:42","1","10","(7:42) (Shotgun) 1-T.Tagovailoa pass incomplete deep right to 10-T.Hill. CHI-22-K.Vildor was injured during the play. His return is Doubtful.  PENALTY on CHI-22-K.Vildor, Defensive Pass Interference, 32 yards, enforced at CHI 33 - No Play.","Box Score"
"","2.63","LV","KC","5","2022-10-10","2","15:00","3","4","(15:00) (Shotgun) 4-D.Carr pass incomplete deep right to 17-D.Adams. PENALTY on KC-27-R.Fenton, Defensive Pass Interference, 25 yards, enforced at KC 42 - No Play.","Box Score"
"","2.61","NO","TB","2","2022-09-18","4","3:47","1","10","(3:47) (No Huddle, Shotgun) 2-J.Winston pass incomplete deep middle to 12-C.Olave [79-P.O'Connor]. PENALTY on TB-24-C.Davis, Defensive Pass Interference, 42 yards, enforced at NO 35 - No Play.","Box Score"
"","2.60","NO","ATL","15","2022-12-18","3","3:39","2","9","(3:39) (Shotgun) 14-A.Dalton pass short right to 83-J.Johnson for 22 yards, TOUCHDOWN. PENALTY on ATL-54-R.Evans, Roughing the Passer, 15 yards, enforced between downs. Pass 12, YAC 10","Box Score"
"","2.59","DEN","CAR","12","2022-11-27","4","4:09","4","18","(4:09) (Shotgun) 3-R.Wilson pass incomplete deep left to 14-C.Sutton (8-J.Horn). PENALTY on CAR-97-Y.Gross-Matos, Roughing the Passer, 9 yards, enforced at CAR 18 - No Play.","Box Score"
"","2.58","IND","JAX","6","2022-10-16","3","8:00","3","12","(8:00) (Shotgun) 2-M.Ryan pass incomplete short right to 80-J.Woods. PENALTY on JAX-44-T.Walker, Roughing the Passer, 15 yards, enforced at IND 43 - No Play.","Box Score"
"","2.56","GB","CHI","13","2022-12-04","4","15:00","1","10","(15:00) (Shotgun) 12-A.Rodgers pass incomplete deep left to 9-C.Watson (31-Ja.Jones). PENALTY on CHI-31-Ja.Jones, Defensive Pass Interference, 38 yards, enforced at GB 36 - No Play.","Box Score"
"","2.54","NYG","IND","17","2023-01-01","4","13:23","4","3","(13:23) 9-G.Gano 44 yard field goal is GOOD, NULLIFIED by Penalty, Center-58-C.Kreiter, Holder-6-J.Gillan. PENALTY on IND-38-T.Brown, Defensive Offside, 5 yards, enforced at IND 26 - No Play.","Box Score"
"","2.54","BAL","CIN","18","2023-01-08","2","5:12","3","13","(5:12) (Shotgun) 12-A.Brown pass incomplete short right to 80-I.Likely. PENALTY on CIN-91-T.Hendrickson, Roughing the Passer, 15 yards, enforced at BAL 21 - No Play. Penalty on CIN-33-T.Flowers, Face Mask, declined.","Box Score"
"","2.51","HOU","JAX","5","2022-10-09","4","7:26","3","20","(7:26) (Shotgun) PENALTY on JAX-44-T.Walker, Unnecessary Roughness, 15 yards, enforced at HOU 47 - No Play. Penalty on JAX-44-T.Walker, Neutral Zone Infraction, declined.","Box Score"
"","2.50","GB","NYJ","6","2022-10-16","3","2:40","1","10","(2:40) (No Huddle, Shotgun) 12-A.Rodgers pass deep right to 13-A.Lazard for 25 yards, TOUCHDOWN. PENALTY on NYJ-97-N.Shepherd, Roughing the Passer, 15 yards, enforced between downs.","Box Score"
"","2.40","GB","DET","9","2022-11-06","3","6:10","3","8","(6:10) (No Huddle, Shotgun) 12-A.Rodgers scrambles right tackle to DET 32 for 7 yards (99-J.Okwara). DET-99-J.Okwara was injured during the play.  PENALTY on DET-25-W.Harris, Illegal Use of Hands, 5 yards, enforced at DET 32.","Box Score"
"","2.40","NE","MIA","17","2023-01-01","4","5:33","3","5","(5:33) (Shotgun) 10-M.Jones pass incomplete deep right to 16-J.Meyers. PENALTY on MIA-27-K.Crossen, Defensive Pass Interference, 22 yards, enforced at MIA 27 - No Play.","Box Score"
"","2.40","KC","LV","5","2022-10-10","4","9:28","4","14","(9:28) 19-M.Wright 37 yard field goal is No Good, Wide Left, Center-41-J.Winchester, Holder-5-T.Townsend. PENALTY on LV-51-M.Koonce, Defensive Holding, 5 yards, enforced at LV 18 - No Play.","Box Score"
"","2.38","BUF","PIT","5","2022-10-09","2","7:53","1","10","(7:53) (Shotgun) 26-D.Singletary left end ran ob at PIT 30 for 23 yards (97-C.Heyward; 35-A.Maulet). PENALTY on PIT-51-M.Jack, Unnecessary Roughness, 15 yards, enforced at PIT 30.","Box Score"
"","2.38","PHI","DET","1","2022-09-11","3","11:34","1","10","(11:34) (Shotgun) 26-M.Sanders right end pushed ob at DET 29 for 24 yards (21-T.Walker, 1-J.Okudah). PENALTY on DET-34-A.Anzalone, Unnecessary Roughness, 15 yards, enforced at DET 29.","Box Score"
"","2.38","KC","ARI","1","2022-09-11","2","10:34","3","2","(10:34) (Shotgun) 15-P.Mahomes pass short right to 17-M.Hardman pushed ob at ARI 41 for 8 yards (7-B.Murphy). PENALTY on ARI-34-J.Thompson, Unnecessary Roughness, 15 yards, enforced at ARI 41.","Box Score"
"","2.37","PHI","DET","1","2022-09-11","3","2:45","3","4","(2:45) (Shotgun) 1-J.Hurts scrambles right tackle to DET 38 for 5 yards (21-T.Walker). PENALTY on DET-21-T.Walker, Disqualification, 15 yards, enforced at DET 38. Penalty on DET-21-T.Walker, Unnecessary Roughness, declined.","Box Score"
"","2.33","LV","TEN","3","2022-09-25","4","1:37","4","10","(1:37) (Shotgun) 4-D.Carr pass incomplete short left to 83-D.Waller. PENALTY on TEN-20-L.Johnson, Defensive Holding, 5 yards, enforced at TEN 14 - No Play.","Box Score"
"","2.30","CLE","BAL","15","2022-12-17","3","7:30","3","7","(7:30) (Shotgun) 4-D.Watson sacked at CLE 12 for 0 yards (50-J.Houston). PENALTY on BAL-50-J.Houston, Face Mask, 15 yards, enforced at CLE 12 - No Play.","Box Score"
"","2.28","TB","KC","4","2022-10-02","2","0:22","1","10","(:22) (No Huddle, Shotgun) 12-T.Brady pass incomplete deep middle to 84-C.Brate. PENALTY on KC-22-J.Thornhill, Defensive Pass Interference, 15 yards, enforced at KC 16 - No Play.","Box Score"
"","2.27","CHI","DET","17","2023-01-01","1","14:13","3","9","(14:13) (Shotgun) 1-J.Fields scrambles left end to CHI 34 for 8 yards (93-J.Paschal). PENALTY on DET-39-J.Jacobs, Defensive Holding, 5 yards, enforced at CHI 34.","Box Score"
"","2.27","CIN","NYJ","3","2022-09-25","1","0:59","3","9","(:59) 9-J.Burrow pass incomplete short right to 83-T.Boyd (29-L.Joyner). PENALTY on NYJ-91-J.Franklin-Myers, Roughing the Passer, 15 yards, enforced at CIN 26 - No Play.","Box Score"
"","2.25","TEN","WAS","5","2022-10-09","2","2:00","3","8","(2:00) (Shotgun) 17-R.Tannehill pass short left to 40-D.Hilliard pushed ob at WAS 36 for 4 yards (31-K.Curl). PENALTY on WAS-97-E.Obada, Roughing the Passer, 15 yards, enforced at WAS 36. Penalty on WAS-90-M.Sweat, Defensive Offside, declined.","Box Score"
"","2.25","DET","BUF","12","2022-11-24","1","6:56","4","1","(6:56) 67-M.Nelson reported in as eligible.  16-J.Goff up the middle to BUF 4 for 1 yard (55-C.Basham). PENALTY on BUF-99-T.Settle, Defensive Offside, 3 yards, enforced at BUF 5 - No Play.","Box Score"
"","2.24","NO","LV","8","2022-10-30","3","12:38","3","9","(12:38) (Shotgun) 14-A.Dalton pass incomplete short right to 12-C.Olave. PENALTY on LV-26-R.Ya-Sin, Defensive Pass Interference, 14 yards, enforced at NO 37 - No Play.","Box Score"
"","2.23","NYG","DAL","12","2022-11-24","4","0:45","2","10","(:45) (Shotgun) 8-D.Jones pass short right to 80-R.James ran ob at DAL 27 for 11 yards. PENALTY on DAL-11-M.Parsons, Unnecessary Roughness, 14 yards, enforced at DAL 27.","Box Score"
"","2.22","BUF","CLE","11","2022-11-20","3","5:49","1","10","(5:49) 17-J.Allen pass deep middle to 13-G.Davis to BUF 44 for 17 yards (26-G.Williams). PENALTY on CLE-93-T.Togiai, Roughing the Passer, 15 yards, enforced at BUF 44.","Box Score"
