"Rank","Expected Points Added (EPA)","Offense","Defense","Week","Date","Quarter","Time","Down","Distance","Description","Box Scores"
"","2.92","HOU","JAX","15","2021-12-19","1","13:38","4","3","(13:38) 11-C.Johnston punts 46 yards to JAX 22, Center-46-J.Weeks, out of bounds. PENALTY on JAX-96-A.Gotsis, Illegal Use of Hands, 5 yards, enforced at HOU 32 - No Play.","Box Score"
"","2.85","NO","TB","15","2021-12-19","4","3:24","4","11","(3:24) 4-B.Gillikin punts 34 yards to TB 9, Center-49-Z.Wood, fair catch by 1-J.Darden. TB-79-P.O'Connor was injured during the play.  PENALTY on TB-48-G.Stuard, Roughing the Kicker, 15 yards, enforced at TB 43 - No Play.","Box Score"
"","2.62","JAX","NYJ","16","2021-12-26","1","9:54","1","10","(9:54) 16-T.Lawrence pass incomplete deep left to 18-L.Treadwell (26-B.Echols). PENALTY on NYJ-26-B.Echols, Defensive Pass Interference, 35 yards, enforced at NYJ 39 - No Play.","Box Score"
"","2.56","CLE","PIT","17","2022-01-03","4","3:04","4","19","(3:04) (Shotgun) 6-B.Mayfield pass incomplete deep right to 82-R.Higgins. PENALTY on PIT-23-J.Haden, Defensive Pass Interference, 16 yards, enforced at CLE 25 - No Play.","Box Score"
"","2.54","ARI","DET","15","2021-12-19","4","13:00","3","10","(13:00) (Shotgun) 1-K.Murray pass incomplete deep middle to 85-A.Wesley. PENALTY on DET-25-W.Harris, Defensive Pass Interference, 19 yards, enforced at ARI 31 - No Play.","Box Score"
"","2.53","DEN","LV","16","2021-12-26","1","5:40","3","9","(5:40) (Shotgun) 3-D.Lock pass incomplete deep left to 10-J.Jeudy. PENALTY on LV-29-C.Hayward, Defensive Pass Interference, 16 yards, enforced at DEN 35 - No Play.","Box Score"
"","2.51","KC","DEN","18","2022-01-08","2","14:20","3","4","(14:20) (Shotgun) 15-P.Mahomes pass short right to 31-Da.Williams to KC 42 for 11 yards (13-M.Ojemudia). PENALTY on DEN-55-B.Chubb, Roughing the Passer, 15 yards, enforced at KC 42.","Box Score"
"","2.49","PIT","CLE","17","2022-01-03","2","12:24","3","10","(12:24) (Shotgun) 7-B.Roethlisberger pass short right to 11-C.Claypool to CLE 33 for 3 yards (90-J.Clowney). PENALTY on CLE-90-J.Clowney, Unsportsmanlike Conduct, 15 yards, enforced at CLE 33.","Box Score"
"","2.48","DEN","CIN","15","2021-12-19","4","13:33","3","11","(13:33) (Shotgun) 3-D.Lock pass incomplete deep right to 14-C.Sutton. PENALTY on CIN-20-E.Apple, Defensive Pass Interference, 13 yards, enforced at 50 - No Play.","Box Score"
"","2.43","DAL","WAS","16","2021-12-26","2","0:18","4","2","(:18) (Shotgun) 4-D.Prescott pass short middle to 86-D.Schultz to WAS 26 for 14 yards (20-B.McCain). DAL-86-D.Schultz was injured during the play. His return is Questionable.  PENALTY on WAS-20-B.McCain, Unnecessary Roughness, 13 yards, enforced at WAS 26.","Box Score"
"","2.43","LV","DEN","16","2021-12-26","2","12:30","3","7","(12:30) (Shotgun) 4-D.Carr pass incomplete short right to 87-F.Moreau. PENALTY on DEN-96-S.Harris, Roughing the Passer, 15 yards, enforced at DEN 38 - No Play. Penalty on DEN-30-C.Sterns, Defensive Holding, declined.","Box Score"
"","2.36","NYG","WAS","18","2022-01-09","1","5:02","4","1","(5:02) (Run formation) PENALTY on WAS-98-M.Ioannidis, Neutral Zone Infraction, 6 yards, enforced at WAS 47 - No Play.","Box Score"
"","2.35","SF","HOU","17","2022-01-02","3","8:14","1","10","(8:14) (Shotgun) 5-T.Lance pass incomplete deep middle to 11-B.Aiyuk. PENALTY on HOU-39-T.Mitchell, Defensive Pass Interference, 37 yards, enforced at SF 42 - No Play.","Box Score"
"","2.34","WAS","PHI","15","2021-12-21","4","14:20","3","3","(14:20) (Shotgun) 19-G.Gilbert pass incomplete deep left to 13-A.Humphries. PENALTY on PHI-29-A.Maddox, Defensive Pass Interference, 23 yards, enforced at WAS 38 - No Play.","Box Score"
"","2.30","CHI","SEA","16","2021-12-26","4","2:56","1","10","(2:56) (Shotgun) 9-N.Foles pass short middle to 11-D.Mooney to 50 for 30 yards (6-Q.Diggs). PENALTY on SEA-52-D.Taylor, Roughing the Passer, 15 yards, enforced at 50.","Box Score"
"","2.30","LV","LAC","18","2022-01-09","2","11:19","3","5","(11:19) (Shotgun) 4-D.Carr pass incomplete deep right to 30-J.Richard [97-J.Bosa]. PENALTY on LAC-9-K.Murray, Defensive Pass Interference, 20 yards, enforced at LV 33 - No Play. Penalty on LAC-25-C.Harris, Defensive Holding, declined.","Box Score"
"","2.28","KC","CIN","17","2022-01-02","1","11:59","1","10","(11:59) (Shotgun) 15-P.Mahomes pass incomplete deep right to 87-T.Kelce (30-J.Bates III). PENALTY on CIN-30-J.Bates III, Defensive Pass Interference, 32 yards, enforced at KC 28 - No Play.","Box Score"
"","2.27","MIA","NE","18","2022-01-09","3","0:07","4","1","(:07) 5-M.Palardy punts 51 yards to NE 16, Center-44-B.Ferguson, fair catch by 80-G.Olszewski. PENALTY on NE-93-L.Guy, Illegal Formation, 6 yards, enforced at MIA 33 - No Play.","Box Score"
"","2.27","MIN","CHI","15","2021-12-20","1","1:13","3","7","(1:13) (Shotgun) 8-K.Cousins pass incomplete deep middle to 83-T.Conklin (26-D.Bush). PENALTY on CHI-26-D.Bush, Unnecessary Roughness, 15 yards, enforced at 50 - No Play.","Box Score"
"","2.27","DEN","LAC","17","2022-01-02","3","1:40","3","12","(1:40) (Shotgun) 3-D.Lock pass incomplete deep right to 19-S.Williams. PENALTY on LAC-33-D.James, Roughing the Passer, 11 yards, enforced at LAC 19 - No Play. Penalty on LAC-33-D.James, Defensive Offside, declined.","Box Score"
"","2.27","CIN","CLE","18","2022-01-09","3","9:33","3","5","(9:33) (Shotgun) 8-B.Allen pass incomplete deep left to 17-S.Morgan. PENALTY on CLE-26-G.Williams, Defensive Pass Interference, 16 yards, enforced at CLE 39 - No Play.","Box Score"
"","2.27","BUF","CAR","15","2021-12-19","3","7:56","3","9","(7:56) (Shotgun) 17-J.Allen sacked at BUF 39 for 0 yards (97-Y.Gross-Matos). PENALTY on CAR-93-B.Roy, Unnecessary Roughness, 15 yards, enforced at BUF 39.","Box Score"
"","2.25","PHI","DAL","18","2022-01-08","2","14:55","2","10","(14:55) (Shotgun) 10-G.Minshew pass short right to 80-T.Jackson to DAL 28 for 13 yards (42-K.Neal). PENALTY on DAL-6-D.Wilson, Roughing the Passer, 14 yards, enforced at DAL 28.","Box Score"
"","2.16","LAC","LV","18","2022-01-09","1","0:58","3","17","(:58) (Shotgun) 10-J.Herbert pass incomplete deep left to 81-M.Williams [91-Y.Ngakoue]. PENALTY on LV-35-B.Facyson, Illegal Contact, 5 yards, enforced at LAC 37 - No Play.","Box Score"
"","2.11","NO","ATL","18","2022-01-09","2","2:24","3","9","(2:24) (Shotgun) 15-T.Siemian pass short right to 88-T.Montgomery to ATL 40 for 1 yard (34-D.Hall). PENALTY on ATL-6-D.Fowler, Roughing the Passer, 15 yards, enforced at ATL 40.","Box Score"
"","2.10","ARI","DAL","17","2022-01-02","2","8:58","3","6","(8:58) (Shotgun) 1-K.Murray pass incomplete deep left to 86-Z.Ertz [11-M.Parsons]. PENALTY on DAL-6-D.Wilson, Defensive Pass Interference, 14 yards, enforced at DAL 37 - No Play.","Box Score"
"","2.08","LA","SEA","15","2021-12-21","4","15:00","3","12","(15:00) (Shotgun) 9-M.Stafford pass short left to 18-B.Skowronek to LA 18 for 8 yards (8-C.Dunlap). PENALTY on SEA-36-B.Austin, Defensive Holding, 5 yards, enforced at LA 10 - No Play.","Box Score"
"","2.07","DET","ARI","15","2021-12-19","2","1:16","2","10","(1:16) (Shotgun) 16-J.Goff pass short right to 14-A.St. Brown pushed ob at DET 48 for 14 yards (44-M.Golden). DET-16-J.Goff was injured during the play.  PENALTY on ARI-97-J.Phillips, Roughing the Passer, 15 yards, enforced at DET 48.","Box Score"
"","2.03","SEA","LA","15","2021-12-21","4","9:55","3","7","(9:55) (Shotgun) 3-R.Wilson pass incomplete deep right to 1-D.Eskridge. PENALTY on LA-5-J.Ramsey, Defensive Pass Interference, 14 yards, enforced at SEA 28 - No Play.","Box Score"
"","2.01","CLE","PIT","17","2022-01-03","4","1:20","2","10","(1:20) (Shotgun) 6-B.Mayfield pass incomplete short right to 80-J.Landry. PENALTY on PIT-20-C.Sutton, Defensive Pass Interference, 10 yards, enforced at PIT 11 - No Play.","Box Score"
"","2.01","IND","LV","17","2022-01-02","4","6:18","3","9","(6:18) (Shotgun) 2-C.Wentz pass incomplete short right to 14-Z.Pascal (39-N.Hobbs). PENALTY on LV-39-N.Hobbs, Defensive Pass Interference, 11 yards, enforced at 50 - No Play.","Box Score"
"","2.00","DET","SEA","17","2022-01-02","3","5:21","2","18","(5:21) (Shotgun) 12-T.Boyle pass short middle to 32-D.Swift to SEA 12 for 6 yards (56-J.Brooks). PENALTY on SEA-56-J.Brooks, Face Mask (15 Yards), 6 yards, enforced at SEA 12.","Box Score"
"","2.00","DEN","LV","16","2021-12-26","1","6:46","2","9","(6:46) (Shotgun) 3-D.Lock pass short middle to 33-J.Williams to DEN 19 for 7 yards (22-K.Nixon). PENALTY on LV-99-C.Ferrell, Roughing the Passer, 15 yards, enforced at DEN 19.","Box Score"
"","2.00","MIA","NO","16","2021-12-27","1","13:36","3","2","(13:36) (Shotgun) 1-T.Tagovailoa pass short right to 17-J.Waddle pushed ob at MIA 34 for 5 yards (23-M.Lattimore) [92-M.Davenport]. PENALTY on NO-23-M.Lattimore, Unnecessary Roughness, 15 yards, enforced at MIA 34. Pass -3, YAC 8","Box Score"
"","2.00","CIN","KC","17","2022-01-02","4","0:50","4","1","(:50) (Shotgun) 9-J.Burrow pass incomplete short left to 83-T.Boyd [32-T.Mathieu]. PENALTY on KC-38-L.Sneed, Illegal Use of Hands, 0 yards, enforced at KC 1 - No Play.","Box Score"
"","1.99","TB","NO","15","2021-12-19","4","4:14","4","4","(4:14) (Shotgun) 12-T.Brady pass incomplete short left to 87-R.Gronkowski. PENALTY on NO-27-M.Jenkins, Defensive Pass Interference, 6 yards, enforced at TB 9 - No Play.","Box Score"
"","1.99","SEA","CHI","16","2021-12-26","2","5:14","2","10","(5:14) (Shotgun) 3-R.Wilson pass short middle to 1-D.Eskridge pushed ob at CHI 7 for 13 yards (22-K.Vildor). PENALTY on CHI-37-T.Tabor, Unnecessary Roughness, 4 yards, enforced at CHI 7.","Box Score"
"","1.97","DET","ARI","15","2021-12-19","4","4:30","3","7","(4:30) (Shotgun) 16-J.Goff pass incomplete short left to 8-J.Reynolds. PENALTY on ARI-20-M.Wilson, Defensive Pass Interference, 13 yards, enforced at ARI 43 - No Play.","Box Score"
"","1.97","KC","LAC","15","2021-12-16","3","15:00","1","10","(15:00) (Shotgun) 15-P.Mahomes pass incomplete deep right to 10-T.Hill [42-U.Nwosu]. PENALTY on LAC-25-C.Harris, Defensive Pass Interference, 30 yards, enforced at KC 25 - No Play.","Box Score"
"","1.96","NE","MIA","18","2022-01-09","3","12:46","3","9","(12:46) (Shotgun) 10-M.Jones pass incomplete short right to 85-H.Henry. PENALTY on MIA-21-E.Rowe, Defensive Pass Interference, 7 yards, enforced at NE 40 - No Play.","Box Score"
"","1.93","NO","ATL","18","2022-01-09","2","5:52","1","10","(5:52) (Shotgun) 15-T.Siemian pass short left to 10-T.Smith for 13 yards, TOUCHDOWN. PENALTY on NO-10-T.Smith, Unsportsmanlike Conduct, 15 yards, enforced between downs.","Box Score"
"","1.90","TEN","MIA","17","2022-01-02","3","11:39","3","5","(11:39) (Shotgun) 17-R.Tannehill pass short left to 40-D.Hilliard pushed ob at MIA 3 for 52 yards (40-N.Needham). PENALTY on TEN-80-C.Rogers, Illegal Blindside Block, 15 yards, enforced at MIA 27.","Box Score"
"","1.90","BUF","NYJ","18","2022-01-09","4","5:51","2","9","(5:51) 17-J.Allen scrambles right end pushed ob at NYJ 3 for 6 yards (45-H.Nasirildeen; 93-K.Phillips). NYJ-93-K.Phillips was injured during the play.  PENALTY on NYJ-45-H.Nasirildeen, Unnecessary Roughness, 2 yards, enforced at NYJ 3.","Box Score"
"","1.87","LV","LAC","18","2022-01-09","3","0:34","3","6","(:34) (Shotgun) 4-D.Carr pass incomplete short middle to 13-H.Renfrow [42-U.Nwosu]. PENALTY on LAC-42-U.Nwosu, Defensive Holding, 3 yards, enforced at LAC 6 - No Play.","Box Score"
"","1.84","JAX","NYJ","16","2021-12-26","4","7:46","3","5","(7:46) (Shotgun) 16-T.Lawrence pass deep left to 80-J.O'Shaughnessy to NYJ 35 for 22 yards (26-B.Echols; 40-J.Guidry). PENALTY on JAX-80-J.O'Shaughnessy, Delay of Game, 5 yards, enforced between downs.","Box Score"
"","1.84","CHI","NYG","17","2022-01-02","3","9:39","2","8","(9:39) (Shotgun) 14-A.Dalton pass incomplete short left to 85-C.Kmet (24-J.Bradberry). PENALTY on NYG-24-J.Bradberry, Defensive Pass Interference, 15 yards, enforced at NYG 17 - No Play.","Box Score"
"","1.82","DET","ARI","15","2021-12-19","2","1:53","2","9","(1:53) (Shotgun) 16-J.Goff pass short left to 8-J.Reynolds ran ob at DET 19 for 15 yards. PENALTY on ARI-55-C.Jones, Roughing the Passer, 15 yards, enforced at DET 19.","Box Score"
"","1.78","CIN","KC","17","2022-01-02","4","15:00","3","3","(15:00) (Shotgun) 9-J.Burrow pass incomplete deep left to 85-T.Higgins [95-C.Jones]. PENALTY on KC-38-L.Sneed, Defensive Pass Interference, 11 yards, enforced at CIN 21 - No Play.","Box Score"
"","1.77","LA","SF","18","2022-01-09","2","12:26","3","2","(12:26) (Shotgun) 9-M.Stafford pass short middle to 12-V.Jefferson to SF 22 for 7 yards (1-J.Ward; 57-D.Greenlaw). PENALTY on SF-57-D.Greenlaw, Unnecessary Roughness, 11 yards, enforced at SF 22.","Box Score"
"","1.75","CHI","MIN","18","2022-01-09","4","4:54","1","10","(4:54) (Shotgun) 14-A.Dalton pass short right to 10-D.Byrd to CHI 36 for 11 yards (27-C.Dantzler). PENALTY on MIN-93-P.Jones, Roughing the Passer, 15 yards, enforced at CHI 36.","Box Score"
"","1.74","SF","ATL","15","2021-12-19","2","2:00","3","7","(2:00) (Shotgun) 10-J.Garoppolo pass incomplete short left to 11-B.Aiyuk [97-G.Jarrett]. PENALTY on ATL-22-F.Moreau, Defensive Pass Interference, 14 yards, enforced at ATL 42 - No Play.","Box Score"
"","1.71","GB","BAL","15","2021-12-19","3","7:49","3","10","(7:49) (Shotgun) 12-A.Rodgers pass incomplete short right to 13-A.Lazard. PENALTY on BAL-38-K.Seymour, Defensive Pass Interference, 12 yards, enforced at BAL 21 - No Play.","Box Score"
"","1.70","JAX","NYJ","16","2021-12-26","4","5:32","2","4","(5:32) (Shotgun) 16-T.Lawrence pass incomplete deep left to 80-J.O'Shaughnessy. PENALTY on NYJ-57-C.Mosley, Defensive Pass Interference, 15 yards, enforced at NYJ 16 - No Play.","Box Score"
"","1.69","KC","DEN","18","2022-01-08","2","3:09","3","5","(3:09) (Shotgun) 15-P.Mahomes pass incomplete short middle to 87-T.Kelce. PENALTY on DEN-23-K.Fuller, Defensive Pass Interference, 10 yards, enforced at DEN 16 - No Play.","Box Score"
"","1.68","ATL","SF","15","2021-12-19","2","4:50","3","4","(4:50) (Shotgun) 2-M.Ryan sacked at SF 35 for -5 yards (98-A.Key). PENALTY on SF-98-A.Key, Roughing the Passer, 15 yards, enforced at SF 30 - No Play.","Box Score"
"","1.66","HOU","LAC","16","2021-12-26","1","7:26","1","10","(7:26) (Shotgun) 10-D.Mills pass incomplete deep right to 12-N.Collins. PENALTY on LAC-26-A.Samuel, Defensive Pass Interference, 24 yards, enforced at LAC 46 - No Play.","Box Score"
"","1.66","LA","SEA","15","2021-12-21","1","1:03","3","4","(1:03) (Shotgun) 9-M.Stafford pass incomplete deep left to 3-O.Beckham. PENALTY on SEA-36-B.Austin, Defensive Pass Interference, 11 yards, enforced at LA 34 - No Play.","Box Score"
"","1.65","IND","ARI","16","2021-12-25","3","14:57","2","10","(14:57) (Shotgun) 2-C.Wentz pass incomplete short left. PENALTY on ARI-55-C.Jones, Roughing the Passer, 15 yards, enforced at IND 25 - No Play.","Box Score"
"","1.65","BUF","NYJ","18","2022-01-09","1","7:40","2","12","(7:40) (Shotgun) 17-J.Allen pass incomplete short left to 14-S.Diggs. PENALTY on NYJ-26-B.Echols, Defensive Pass Interference, 10 yards, enforced at BUF 15 - No Play.","Box Score"
"","1.64","NO","MIA","16","2021-12-27","2","5:31","1","10","(5:31) (Shotgun) 16-I.Book pass short left to 41-A.Kamara ran ob at MIA 38 for 12 yards (55-J.Baker). PENALTY on MIA-29-Br.Jones, Roughing the Passer, 15 yards, enforced at MIA 38. Pass -3, YAC 15","Box Score"
"","1.64","BAL","GB","15","2021-12-19","2","12:35","2","10","(12:35) (Shotgun) 2-T.Huntley left end pushed ob at BAL 30 for 3 yards (29-R.Douglas). PENALTY on GB-26-D.Savage, Low Block, 15 yards, enforced at BAL 30.","Box Score"
"","1.63","BUF","CAR","15","2021-12-19","2","0:26","2","15","(:26) (Shotgun) 17-J.Allen pass short right to 14-S.Diggs to CAR 30 for 7 yards (49-F.Luvu). PENALTY on CAR-53-B.Burns, Roughing the Passer, 15 yards, enforced at CAR 30.","Box Score"
"","1.63","NO","ATL","18","2022-01-09","2","5:56","3","9","(5:56) (Shotgun) 15-T.Siemian pass incomplete short left to 10-T.Smith. PENALTY on ATL-22-F.Moreau, Defensive Pass Interference, 11 yards, enforced at ATL 24 - No Play.","Box Score"
"","1.61","CIN","KC","17","2022-01-02","4","12:42","2","11","(12:42) (Shotgun) 9-J.Burrow pass short left to 1-J.Chase pushed ob at KC 15 for 5 yards (38-L.Sneed). PENALTY on KC-38-L.Sneed, Horse Collar Tackle, 8 yards, enforced at KC 15.","Box Score"
"","1.57","PIT","TEN","15","2021-12-19","3","6:06","3","1","(6:06) 7-B.Roethlisberger pass short left to 88-P.Freiermuth to TEN 49 for 5 yards (41-Z.Cunningham). PIT-88-P.Freiermuth was injured during the play.  PENALTY on TEN-26-K.Fulton, Unnecessary Roughness, 15 yards, enforced at TEN 49.","Box Score"
"","1.56","NYG","PHI","16","2021-12-26","2","1:46","3","12","(1:46) 26-S.Barkley up the middle to NYG 26 for 3 yards (97-J.Hargrave). PENALTY on PHI-97-J.Hargrave, Defensive Holding, 5 yards, enforced at NYG 26.","Box Score"
"","1.54","TEN","MIA","17","2022-01-02","2","5:49","3","7","(5:49) (Shotgun) 17-R.Tannehill pass incomplete short left to 80-C.Rogers. PENALTY on MIA-40-N.Needham, Defensive Pass Interference, 8 yards, enforced at MIA 42 - No Play.","Box Score"
"","1.54","MIN","CHI","15","2021-12-20","3","7:48","3","3","(7:48) 64-B.Brandel reported in as eligible.  33-D.Cook right tackle to CHI 30 for -2 yards (44-A.Ogletree). PENALTY on CHI-99-T.Gipson, Unnecessary Roughness, 15 yards, enforced at CHI 30.","Box Score"
"","1.53","MIA","TEN","17","2022-01-02","3","7:35","3","1","(7:35) 14-J.Brissett pass incomplete deep left to 17-J.Waddle. PENALTY on TEN-48-B.Dupree, Roughing the Passer, 15 yards, enforced at MIA 22 - No Play.","Box Score"
"","1.52","JAX","NE","17","2022-01-02","3","10:44","2","6","(10:44) 16-T.Lawrence pass short right to 7-T.Austin pushed ob at JAX 32 for 3 yards (41-M.Bryant). PENALTY on NE-41-M.Bryant, Unnecessary Roughness, 15 yards, enforced at JAX 32.","Box Score"
"","1.51","CLE","CIN","18","2022-01-09","2","12:04","1","10","(12:04) 5-C.Keenum pass short right to 80-J.Landry to CIN 24 for 13 yards (37-R.Allen). CIN-37-R.Allen was injured during the play. He is Out.  PENALTY on CIN-37-R.Allen, Unnecessary Roughness, 12 yards, enforced at CIN 24.","Box Score"
"","1.51","ATL","NO","18","2022-01-09","1","7:46","2","7","(7:46) 2-M.Ryan pass incomplete short left to 81-H.Hurst. PENALTY on NO-93-D.Onyemata, Roughing the Passer, 15 yards, enforced at ATL 28 - No Play.","Box Score"
"","1.50","MIA","NYJ","15","2021-12-19","4","14:32","2","7","(14:32) (No Huddle, Shotgun) 1-T.Tagovailoa pass incomplete short left to 11-D.Parker. PENALTY on NYJ-37-B.Hall, Defensive Pass Interference, 7 yards, enforced at NYJ 8 - No Play.","Box Score"
"","1.50","HOU","SF","17","2022-01-02","4","14:16","1","10","(14:16) (Shotgun) 10-D.Mills pass incomplete deep left to 13-B.Cooks. PENALTY on SF-27-D.Johnson, Defensive Pass Interference, 23 yards, enforced at SF 48 - No Play.","Box Score"
"","1.49","JAX","IND","18","2022-01-09","2","0:38","3","2","(:38) (Shotgun) 16-T.Lawrence pass incomplete deep right to 89-L.Farrell. PENALTY on IND-37-K.Willis, Defensive Pass Interference, 17 yards, enforced at IND 43 - No Play.","Box Score"
"","1.48","CIN","KC","17","2022-01-02","2","1:46","3","4","(1:46) (Shotgun) 9-J.Burrow pass incomplete short left to 1-J.Chase (27-R.Fenton). PENALTY on KC-27-R.Fenton, Defensive Pass Interference, 14 yards, enforced at CIN 44 - No Play.","Box Score"
"","1.48","ATL","BUF","17","2022-01-02","2","12:08","2","10","(12:08) (Shotgun) 2-M.Ryan pass short right to 84-C.Patterson pushed ob at BUF 28 for 2 yards (24-T.Johnson). PENALTY on BUF-91-E.Oliver, Roughing the Passer, 15 yards, enforced at BUF 30 - No Play. Penalty on ATL-77-J.Mayfield, Ineligible Downfield Pass, superseded. Penalty against ATL negated by rule.","Box Score"
"","1.48","DET","ARI","15","2021-12-19","3","1:09","2","8","(1:09) (Shotgun) 16-J.Goff pass incomplete deep middle to 11-K.Raymond. PENALTY on ARI-94-Z.Allen, Roughing the Passer, 15 yards, enforced at DET 38 - No Play.","Box Score"
